建檔日期	客戶名稱	業務	產業別	產品	數量	單價	合計
2013/11/5	XXX研究所	惠民	政府機關	百合花	41	90	3690
2013/5/20	xX證券	瑤瑤	金融業	玫瑰花	37	180	6660
2013/8/29	X島銀行	惠民	金融業	鬱金香	14	235	3290
2013/1/21	X迅X技	梓翔	資訊業	鬱金香	64	235	15040
2013/7/1	XXX腦	惠民	資訊業	百合花	83	90	7470
2013/12/10	X物流	玉文	服務業	百合花	98	90	8820
2013/9/26	凌群X腦	瑤瑤	資訊業	玫瑰花	34	180	6120
2013/4/27	APOL	惠民	服務業	百合花	42	90	3780
2013/11/23	XXX腦	瑤瑤	資訊業	鬱金香	6	235	1410
2013/10/16	優易X技	惠民	資訊業	鬱金香	28	235	6580
2013/3/24	XXX公司	梓翔	政府機關	百合花	95	90	8550
2013/2/16	X鋒-資訊安全顧問公司ISS	瑤瑤	服務業	玫瑰花	31	180	5580
2013/12/4	竹凡	怡文	資訊業	鬱金香	58	235	13630
2013/1/10	X鋒	瑤瑤	資訊業	玫瑰花	65	180	11700
2013/3/22	X廣	惠民	政府機關	仙人掌	27	60	1620
2013/4/8	安X	宏澤	資訊業	百合花	98	90	8820
2013/7/13	X眾	梓翔	資訊業	百合花	82	90	7380
2013/9/15	X里醫院	宏澤	政府機關	玫瑰花	46	180	8280
2013/3/16	水X醫院	玉文	政府機關	百合花	90	90	8100
2013/11/4	X銀行	惠民	資訊業	鬱金香	2	235	470
2013/9/20	X時X銀行	宏澤	資訊業	鬱金香	63	235	14805
2013/4/15	X導資訊	玉文	製造業	百合花	40	90	3600
2013/8/25	X鵬工業	瑤瑤	製造業	玫瑰花	51	180	9180
2013/12/28	X委會	怡文	政府機關	鬱金香	95	235	22325
2013/1/23	X會	怡文	政府機關	玫瑰花	84	180	15120
2013/6/21	X事局	怡文	政府機關	鬱金香	64	235	15040
2013/2/23	X法院	玉文	政府機關	鬱金香	70	235	16450
2013/2/8	萌欣X	宏澤	資訊業	百合花	34	90	3060
2013/10/7	X局	宏澤	政府機關	百合花	21	90	1890
2013/12/25	艾XX	玉文	資訊業	百合花	15	90	1350
2013/3/30	X藥廠	惠民	製造業	玫瑰花	45	180	8100
2013/10/24	英X生	瑤瑤	製造業	百合花	81	90	7290
2013/1/17	X島銀行	惠民	金融業	鬱金香	71	235	16685
2013/4/28	三X企業	怡文	製造業	鬱金香	7	235	1645
2013/11/4	X加X傳X腦	惠民	資訊業	百合花	66	90	5940
2013/9/27	XX廣告	瑤瑤	服務業	玫瑰花	75	180	13500
2013/5/7	台X消X局	梓翔	政府機關	玫瑰花	16	180	2880
2013/11/28	X心理系	瑤瑤	學校	鬱金香	85	235	19975
2013/10/18	XX企業	惠民	製造業	百合花	19	90	1710
2013/5/8	X技術	玉文	學校	玫瑰花	89	180	16020
2013/6/6	英XX	瑤瑤	資訊業	鬱金香	93	235	21855
2013/11/6	X分生所	瑤瑤	政府機關	鬱金香	74	235	17390
2013/12/10	XX台	怡文	政府機關	百合花	51	90	4590
2013/5/13	X大學	玉文	學校	百合花	59	90	5310
2013/8/15	XX大學	宏澤	學校	百合花	55	90	4950
2013/3/26	XXX北區網管處	惠民	政府機關	玫瑰花	3	180	540
2013/4/3	群策X子	惠民	製造業	百合花	83	90	7470
2013/1/21	XX銀行	宏澤	金融業	鬱金香	37	235	8695
2013/1/13	X訊X子資訊學校	梓翔	學校	鬱金香	10	235	2350
2013/4/15	XXX研究所	怡文	政府機關	百合花	8	90	720
2013/11/21	X技術	宏澤	學校	玫瑰花	38	180	6840
2013/5/29	X縣政府	玉文	政府機關	玫瑰花	75	180	13500
2013/3/25	中X院	玉文	政府機關	鬱金香	70	235	16450
2013/3/3	中X院	瑤瑤	政府機關	百合花	2	90	180
2013/11/10	台X材	梓翔	製造業	玫瑰花	25	180	4500
2013/6/20	台X	怡文	製造業	鬱金香	65	235	15275
2013/2/7	南XX路	梓翔	製造業	鬱金香	92	235	21620
2013/3/23	台X政府X局	瑤瑤	政府機關	百合花	21	90	1890
2013/7/7	中XX子	怡文	製造業	百合花	63	90	5670
2013/11/24	仁XX腦	惠民	資訊業	百合花	19	90	1710
2013/5/28	X多媒體	玉文	服務業	玫瑰花	20	180	3600
2013/4/22	XXX腦	梓翔	資訊業	百合花	17	90	1530
2013/2/26	XXX研究所	怡文	政府機關	鬱金香	51	235	11985
2013/8/17	X銀行	梓翔	金融業	鬱金香	82	235	19270
2013/9/17	廣XX腦	怡文	金融業	百合花	87	90	7830
2013/5/2	XX管理	惠民	學校	鬱金香	73	235	17155
2013/12/15	元X大學資訊	惠民	學校	鬱金香	97	235	22795
2013/4/28	松x資訊X	宏澤	學校	百合花	85	90	7650
2013/2/6	萬X銀行	梓翔	金融業	百合花	79	90	7110
2013/5/26	大XX子	玉文	金融業	百合花	48	90	4320
2013/5/8	X總醫院	怡文	政府機關	玫瑰花	33	180	5940
2013/2/2	XX專X學校	梓翔	學校	百合花	58	90	5220
2013/12/15	x大學	瑤瑤	學校	鬱金香	44	235	10340
2013/11/30	x林資訊	瑤瑤	金融業	鬱金香	21	235	4935
2013/1/20	xX證券	怡文	金融業	百合花	99	90	8910
2013/2/24	賽X基因	瑤瑤	金融業	百合花	70	90	6300
2013/1/3	X書院	惠民	學校	百合花	7	90	630
2013/8/22	X戰部	玉文	政府機關	玫瑰花	80	180	14400
2013/5/26	X東航空	宏澤	服務業	百合花	74	90	6660
2013/1/8	XX部	梓翔	政府機關	鬱金香	67	235	15745
2013/1/6	幸XX壽	怡文	金融業	鬱金香	97	235	22795
2013/1/28	XX紀資X	玉文	資訊業	玫瑰花	32	180	5760
2013/2/13	XX用卡中心	怡文	金融業	鬱金香	33	235	7755
2013/9/16	美商安X樂	宏澤	服務業	百合花	27	90	2430
2013/4/5	台X局	梓翔	政府機關	玫瑰花	93	180	16740
2013/1/13	XX系統	瑤瑤	製造業	鬱金香	22	235	5170
2013/6/26	凱X共關係	宏澤	服務業	鬱金香	68	235	15980
2013/3/20	XXXX	梓翔	資訊業	百合花	1	90	90
2013/5/22	歐X	玉文	服務業	百合花	97	90	8730
2013/10/6	X會	瑤瑤	政府機關	百合花	8	90	720
2013/3/6	東XX技	怡文	資訊業	鬱金香	89	235	20915
2013/4/1	X原X技	梓翔	資訊業	鬱金香	88	235	20680
2013/4/13	X大學	瑤瑤	學校	百合花	21	90	1890
2013/7/6	X東工專	玉文	學校	百合花	19	90	1710
2013/3/3	X技術	梓翔	學校	百合花	85	90	7650
2013/1/21	XXX商業銀行	怡文	金融業	玫瑰花	24	180	4320
2013/11/7	海X	瑤瑤	政府機關	百合花	78	90	7020
2013/2/22	X水X	梓翔	政府機關	鬱金香	52	235	12220
2013/7/29	XXX小	瑤瑤	學校	鬱金香	68	235	15980
2013/4/22	X關稅局	瑤瑤	政府機關	百合花	8	90	720
2013/5/19	XX銀行	怡文	金融業	玫瑰花	22	180	3960
2013/3/18	XX銀行	梓翔	金融業	玫瑰花	67	180	12060
2013/9/11	XXX壽	怡文	金融業	鬱金香	83	235	19505
2013/6/19	XX部	惠民	資訊業	百合花	19	90	1710
2013/4/1	金X證券	宏澤	金融業	玫瑰花	21	180	3780
2013/3/15	金X證券	宏澤	金融業	鬱金香	30	235	7050
2013/12/7	X山企業	玉文	資訊業	康乃馨	65	50	3250
2013/4/20	XX資安	瑤瑤	資訊業	杜鵑花	29	40	1160
2013/4/21	XX資訊	玉文	資訊業	百合花	81	90	7290
2013/8/31	X聯X	怡文	資訊業	百合花	43	90	3870
2013/11/18	X博物院	玉文	政府機關	玫瑰花	75	180	13500
2013/12/2	XXX技	宏澤	金融業	百合花	5	90	450
2013/7/22	XX部	怡文	政府機關	鬱金香	48	235	11280
2013/5/14	X記洋行	宏澤	服務業	杜鵑花	16	40	640
2013/3/30	XX麗X	玉文	製造業	杜鵑花	100	40	4000
2013/7/24	X泛X	梓翔	服務業	玫瑰花	69	180	12420
2013/6/20	X客多	宏澤	服務業	玫瑰花	80	180	14400
2013/5/30	和X超媒體	宏澤	服務業	鬱金香	13	235	3055
2013/7/26	X翔倉儲	玉文	服務業	百合花	26	90	2340
2013/7/7	X來水處	玉文	政府機關	玫瑰花	64	180	11520
2013/9/25	網XX技	梓翔	資訊業	鬱金香	30	235	7050
2013/7/10	XX資安	梓翔	資訊業	康乃馨	19	50	950
2013/12/30	X陽工業	梓翔	服務業	杜鵑花	6	40	240
2013/12/21	X市X生局	梓翔	政府機關	百合花	82	90	7380
2013/1/27	茂X	瑤瑤	製造業	百合花	16	90	1440
2013/2/5	中X探採	怡文	製造業	玫瑰花	87	180	15660
2013/11/14	X特汽車	瑤瑤	製造業	百合花	65	90	5850
2013/11/7	X財產局	瑤瑤	政府機關	鬱金香	5	235	1175
2013/1/13	X半導體	宏澤	製造業	杜鵑花	22	40	880
2013/8/1	合X	惠民	製造業	杜鵑花	72	40	2880
2013/8/17	聯XX)	宏澤	製造業	玫瑰花	96	180	17280
2013/2/16	X山企業	宏澤	製造業	玫瑰花	36	180	6480
2013/1/28	太X欣榮	玉文	製造業	鬱金香	56	235	13160
2013/5/16	南X樹脂	惠民	製造業	百合花	84	90	7560
2013/12/29	XX	惠民	製造業	玫瑰花	70	180	12600
2013/3/24	X麗X技	惠民	製造業	鬱金香	95	235	22325
2013/2/1	X豐	玉文	製造業	杜鵑花	10	40	400
2013/12/3	大X酒店	梓翔	服務業	杜鵑花	56	40	2240
2013/9/7	宏X集團	瑤瑤	製造業	百合花	7	90	630
2013/12/11	X市政府	宏澤	政府機關	百合花	9	90	810
2013/9/11	X銀行	玉文	金融業	玫瑰花	93	180	16740
2013/2/1	友X投X	宏澤	金融業	百合花	43	90	3870
2013/1/20	XXX	宏澤	製造業	鬱金香	8	235	1880
2013/4/27	捷X商訊	怡文	資訊業	康乃馨	67	50	3350
2013/4/14	大州X服務	梓翔	資訊業	杜鵑花	60	40	2400
2013/1/14	網XX技	玉文	資訊業	玫瑰花	38	180	6840
2013/2/15	XX	怡文	資訊業	玫瑰花	33	180	5940
2013/2/20	X視X技	瑤瑤	資訊業	鬱金香	73	235	17155
2013/4/4	X石X化學	宏澤	製造業	百合花	13	90	1170
2013/6/25	環X產物	怡文	製造業	玫瑰花	79	180	14220
2013/8/25	環X產物	玉文	金融業	鬱金香	87	235	20445
2013/10/5	XX壽	惠民	金融業	康乃馨	16	50	800
2013/11/9	X紡	惠民	資訊業	百合花	37	90	3330
2013/10/31	仁X集團	玉文	製造業	百合花	26	90	2340
2013/1/19	X商銀	宏澤	金融業	鬱金香	59	235	13865
2013/2/27	台北銀行	惠民	金融業	康乃馨	21	50	1050
2013/2/13	X銀行	梓翔	金融業	杜鵑花	22	40	880
2013/1/28	台X銀行	玉文	金融業	玫瑰花	42	180	7560
2013/3/6	X銀行	瑤瑤	金融業	玫瑰花	81	180	14580
2013/2/9	XX商銀	玉文	金融業	鬱金香	24	235	5640
2013/7/30	XX銀行	梓翔	金融業	百合花	9	90	810
2013/11/22	萬X銀行	怡文	金融業	玫瑰花	49	180	8820
2013/6/19	土銀	宏澤	金融業	鬱金香	84	235	19740
2013/11/3	中X銀	惠民	金融業	鬱金香	99	235	23265
2013/1/16	誠X銀	惠民	金融業	百合花	100	90	9000
2013/9/4	X銀行	怡文	金融業	百合花	7	90	630
2013/4/12	X工銀	梓翔	金融業	百合花	99	90	8910
2013/6/30	合X	瑤瑤	金融業	玫瑰花	55	180	9900
2013/4/6	X銀	怡文	金融業	百合花	51	90	4590
2013/4/16	X銀行	玉文	金融業	鬱金香	90	235	21150
2013/9/27	X海銀行	梓翔	金融業	鬱金香	90	235	21150
2013/1/1	大X證	瑤瑤	金融業	百合花	81	90	7290
2013/5/8	X東證	玉文	金融業	玫瑰花	62	180	11160
2013/10/2	元x證	怡文	金融業	玫瑰花	96	180	17280
2013/4/5	中X銀證	宏澤	金融業	鬱金香	44	235	10340
2013/3/14	金XX銀證	玉文	金融業	百合花	21	90	1890
2013/6/2	XX投X	玉文	金融業	玫瑰花	38	180	6840
2013/1/9	X票券	宏澤	金融業	鬱金香	8	235	1880
2013/11/24	X島銀行	梓翔	金融業	鬱金香	60	235	14100
2013/6/12	X山銀行	怡文	金融業	百合花	46	90	4140
2013/8/22	X管中心	玉文	金融業	百合花	28	90	2520
2013/3/26	金X證券	怡文	金融業	百合花	65	90	5850
2013/9/6	XX期	怡文	金融業	玫瑰花	39	180	7020
2013/7/16	XX民黨	惠民	政府機關	百合花	47	90	4230
2013/11/29	X籌備處	梓翔	政府機關	鬱金香	86	235	20210
2013/4/4	XX子中心	惠民	政府機關	鬱金香	4	235	940
2013/8/27	X銀	惠民	金融業	百合花	32	90	2880
2013/9/21	XX壽	惠民	金融業	玫瑰花	15	180	2700
2013/3/19	XX視公司	瑤瑤	政府機關	玫瑰花	12	180	2160
2013/12/18	X豐銀行	玉文	金融業	鬱金香	24	235	5640
2013/2/7	XXX研究所	惠民	政府機關	百合花	7	90	630
2013/10/1	xX證券	瑤瑤	金融業	玫瑰花	60	180	10800
2013/11/23	X島銀行	惠民	金融業	鬱金香	68	235	15980
2013/1/1	X迅X技	梓翔	資訊業	鬱金香	94	235	22090
2013/7/5	XXX腦	惠民	資訊業	百合花	77	90	6930
2013/12/6	X物流	玉文	服務業	百合花	34	90	3060
2013/10/9	凌群X腦	瑤瑤	資訊業	玫瑰花	46	180	8280
2013/12/3	APOL	惠民	服務業	百合花	96	90	8640
2013/9/22	XXX腦	瑤瑤	資訊業	鬱金香	96	235	22560
2013/6/6	優易X技	惠民	資訊業	鬱金香	78	235	18330
2013/9/30	XXX公司	梓翔	政府機關	百合花	97	90	8730
2013/7/29	X鋒-資訊安全顧問公司ISS	瑤瑤	服務業	玫瑰花	61	180	10980
2013/11/23	竹凡	怡文	資訊業	鬱金香	22	235	5170
2013/12/27	X鋒	瑤瑤	資訊業	玫瑰花	65	180	11700
2013/8/17	X廣	惠民	政府機關	仙人掌	8	60	480
2013/12/8	安X	宏澤	資訊業	百合花	95	90	8550
2013/10/22	X眾	梓翔	資訊業	百合花	92	90	8280
2013/11/20	X里醫院	宏澤	政府機關	玫瑰花	38	180	6840
2013/12/11	水X醫院	玉文	政府機關	百合花	89	90	8010
2013/7/6	X銀行	惠民	資訊業	鬱金香	39	235	9165
2013/12/9	X時X銀行	宏澤	資訊業	鬱金香	56	235	13160
2013/7/21	X導資訊	玉文	製造業	百合花	41	90	3690
2013/11/18	X鵬工業	瑤瑤	製造業	玫瑰花	93	180	16740
2013/6/24	X委會	怡文	政府機關	鬱金香	21	235	4935
2013/4/4	X會	怡文	政府機關	玫瑰花	63	180	11340
2013/11/5	X事局	怡文	政府機關	鬱金香	86	235	20210
2013/7/1	X法院	玉文	政府機關	鬱金香	45	235	10575
2013/8/24	萌欣X	宏澤	資訊業	百合花	37	90	3330
2013/3/22	X局	宏澤	政府機關	百合花	60	90	5400
2013/6/12	艾XX	玉文	資訊業	百合花	51	90	4590
2013/8/8	X藥廠	惠民	製造業	玫瑰花	93	180	16740
2013/1/30	英X生	瑤瑤	製造業	百合花	9	90	810
2013/1/9	X島銀行	惠民	金融業	鬱金香	89	235	20915
2013/8/5	三X企業	怡文	製造業	鬱金香	35	235	8225
2013/2/2	X加X傳X腦	惠民	資訊業	百合花	81	90	7290
2013/4/5	XX廣告	瑤瑤	服務業	玫瑰花	60	180	10800
2013/3/22	台X消X局	梓翔	政府機關	玫瑰花	6	180	1080
2013/2/26	X心理系	瑤瑤	學校	鬱金香	10	235	2350
2013/1/8	XX企業	惠民	製造業	百合花	17	90	1530
2013/3/20	X技術	玉文	學校	玫瑰花	43	180	7740
2013/12/12	英XX	瑤瑤	資訊業	鬱金香	33	235	7755
2013/3/28	X分生所	瑤瑤	政府機關	鬱金香	34	235	7990
2013/11/18	XX台	怡文	政府機關	百合花	77	90	6930
2013/9/30	X大學	玉文	學校	百合花	8	90	720
2013/1/19	XX大學	宏澤	學校	百合花	1	90	90
2013/3/13	XXX北區網管處	惠民	政府機關	玫瑰花	46	180	8280
2013/5/3	群策X子	惠民	製造業	百合花	26	90	2340
2013/2/19	XX銀行	宏澤	金融業	鬱金香	65	235	15275
2013/8/23	X訊X子資訊學校	梓翔	學校	鬱金香	46	235	10810
2013/10/3	XXX研究所	怡文	政府機關	百合花	65	90	5850
2013/5/1	X技術	宏澤	學校	玫瑰花	42	180	7560
2013/5/23	X縣政府	玉文	政府機關	玫瑰花	49	180	8820
2013/11/21	中X院	玉文	政府機關	鬱金香	53	235	12455
2013/4/9	中X院	瑤瑤	政府機關	百合花	99	90	8910
2013/10/16	台X材	梓翔	製造業	玫瑰花	79	180	14220
2013/9/30	台X	怡文	製造業	鬱金香	88	235	20680
2013/1/21	南XX路	梓翔	製造業	鬱金香	26	235	6110
2013/7/16	台X政府X局	瑤瑤	政府機關	百合花	11	90	990
2013/8/8	中XX子	怡文	製造業	百合花	96	90	8640
2013/4/19	仁XX腦	惠民	資訊業	百合花	69	90	6210
2013/1/20	X多媒體	玉文	服務業	玫瑰花	92	180	16560
2013/3/31	XXX腦	梓翔	資訊業	百合花	11	90	990
2013/11/19	XXX研究所	怡文	政府機關	鬱金香	97	235	22795
2013/7/16	X銀行	梓翔	金融業	鬱金香	12	235	2820
2013/3/23	廣XX腦	怡文	金融業	百合花	44	90	3960
2013/4/27	XX管理	惠民	學校	鬱金香	43	235	10105
2013/3/28	元X大學資訊	惠民	學校	鬱金香	96	235	22560
2013/10/31	松x資訊X	宏澤	學校	百合花	84	90	7560
2013/12/10	萬X銀行	梓翔	金融業	百合花	88	90	7920
2013/10/1	大XX子	玉文	金融業	百合花	81	90	7290
2013/2/15	X總醫院	怡文	政府機關	玫瑰花	57	180	10260
2013/2/18	XX專X學校	梓翔	學校	百合花	98	90	8820
2013/4/20	x大學	瑤瑤	學校	鬱金香	35	235	8225
2013/8/7	x林資訊	瑤瑤	金融業	鬱金香	50	235	11750
2013/2/12	xX證券	怡文	金融業	百合花	16	90	1440
2013/12/9	賽X基因	瑤瑤	金融業	百合花	63	90	5670
2013/1/4	X書院	惠民	學校	百合花	38	90	3420
2013/6/19	X戰部	玉文	政府機關	玫瑰花	38	180	6840
2013/6/5	X東航空	宏澤	服務業	百合花	100	90	9000
2013/3/8	XX部	梓翔	政府機關	鬱金香	26	235	6110
2013/2/18	幸XX壽	怡文	金融業	鬱金香	88	235	20680
2013/8/27	XX紀資X	玉文	資訊業	玫瑰花	43	180	7740
2013/4/8	XX用卡中心	怡文	金融業	鬱金香	11	235	2585
2013/1/19	美商安X樂	宏澤	服務業	百合花	96	90	8640
2013/1/9	台X局	梓翔	政府機關	玫瑰花	16	180	2880
2013/3/5	XX系統	瑤瑤	製造業	鬱金香	9	235	2115
2013/11/7	凱X共關係	宏澤	服務業	鬱金香	85	235	19975
2013/1/12	XXXX	梓翔	資訊業	百合花	15	90	1350
2013/3/9	歐X	玉文	服務業	百合花	81	90	7290
2013/3/4	X會	瑤瑤	政府機關	百合花	51	90	4590
2013/3/26	東XX技	怡文	資訊業	鬱金香	74	235	17390
2013/5/12	X原X技	梓翔	資訊業	鬱金香	4	235	940
2013/9/11	X大學	瑤瑤	學校	百合花	77	90	6930
2013/8/10	X東工專	玉文	學校	百合花	23	90	2070
2013/9/8	X技術	梓翔	學校	百合花	27	90	2430
2013/9/21	XXX商業銀行	怡文	金融業	玫瑰花	35	180	6300
2013/4/21	海X	瑤瑤	政府機關	百合花	71	90	6390
2013/5/27	X水X	梓翔	政府機關	鬱金香	6	235	1410
2013/5/30	XXX小	瑤瑤	學校	鬱金香	5	235	1175
2013/3/27	X關稅局	瑤瑤	政府機關	百合花	73	90	6570
2013/12/7	XX銀行	怡文	金融業	玫瑰花	84	180	15120
2013/3/1	XX銀行	梓翔	金融業	玫瑰花	87	180	15660
2013/11/4	XXX壽	怡文	金融業	鬱金香	38	235	8930
2013/1/22	XX部	惠民	資訊業	百合花	72	90	6480
2013/2/28	金X證券	宏澤	金融業	玫瑰花	59	180	10620
2013/7/5	金X證券	宏澤	金融業	鬱金香	23	235	5405
2013/12/14	X山企業	玉文	資訊業	康乃馨	47	50	2350
2013/8/29	XX資安	瑤瑤	資訊業	杜鵑花	30	40	1200
2013/6/29	XX資訊	玉文	資訊業	百合花	50	90	4500
2013/10/18	X聯X	怡文	資訊業	百合花	52	90	4680
2013/7/27	X博物院	玉文	政府機關	玫瑰花	61	180	10980
2013/5/28	XXX技	宏澤	金融業	百合花	96	90	8640
2013/4/2	XX部	怡文	政府機關	鬱金香	37	235	8695
2013/7/9	X記洋行	宏澤	服務業	杜鵑花	45	40	1800
2013/3/7	XX麗X	玉文	製造業	杜鵑花	20	40	800
2013/7/19	X泛X	梓翔	服務業	玫瑰花	89	180	16020
2013/8/21	X客多	宏澤	服務業	玫瑰花	66	180	11880
2013/9/10	和X超媒體	宏澤	服務業	鬱金香	46	235	10810
2013/2/13	X翔倉儲	玉文	服務業	百合花	11	90	990
2013/3/8	X來水處	玉文	政府機關	玫瑰花	64	180	11520
2013/1/11	網XX技	梓翔	資訊業	鬱金香	16	235	3760
2013/12/9	XX資安	梓翔	資訊業	康乃馨	46	50	2300
2013/8/21	X陽工業	梓翔	服務業	杜鵑花	86	40	3440
2013/8/17	X市X生局	梓翔	政府機關	百合花	3	90	270
2013/1/13	茂X	瑤瑤	製造業	百合花	40	90	3600
2013/5/26	中X探採	怡文	製造業	玫瑰花	6	180	1080
2013/11/5	X特汽車	瑤瑤	製造業	百合花	54	90	4860
2013/2/24	X財產局	瑤瑤	政府機關	鬱金香	25	235	5875
2013/10/14	X半導體	宏澤	製造業	杜鵑花	20	40	800
2013/2/6	合X	惠民	製造業	杜鵑花	53	40	2120
2013/4/2	聯XX)	宏澤	製造業	玫瑰花	71	180	12780
2013/12/18	X山企業	宏澤	製造業	玫瑰花	36	180	6480
2013/2/16	太X欣榮	玉文	製造業	鬱金香	76	235	17860
2013/6/14	南X樹脂	惠民	製造業	百合花	91	90	8190
2013/11/8	XX	惠民	製造業	玫瑰花	24	180	4320
2013/4/22	X麗X技	惠民	製造業	鬱金香	26	235	6110
2013/4/28	X豐	玉文	製造業	杜鵑花	20	40	800
2013/6/17	大X酒店	梓翔	服務業	杜鵑花	59	40	2360
2013/3/21	宏X集團	瑤瑤	製造業	百合花	44	90	3960
2013/2/20	X市政府	宏澤	政府機關	百合花	38	90	3420
2013/6/5	X銀行	玉文	金融業	玫瑰花	78	180	14040
2013/10/8	友X投X	宏澤	金融業	百合花	77	90	6930
2013/1/29	XXX	宏澤	製造業	鬱金香	17	235	3995
2013/11/18	捷X商訊	怡文	資訊業	康乃馨	81	50	4050
2013/8/7	大州X服務	梓翔	資訊業	杜鵑花	48	40	1920
2013/7/7	網XX技	玉文	資訊業	玫瑰花	81	180	14580
2013/12/3	XX	怡文	資訊業	玫瑰花	23	180	4140
2013/10/3	X視X技	瑤瑤	資訊業	鬱金香	55	235	12925
2013/10/17	X石X化學	宏澤	製造業	百合花	8	90	720
2013/11/1	環X產物	怡文	製造業	玫瑰花	74	180	13320
2013/6/2	環X產物	玉文	金融業	鬱金香	91	235	21385
2013/7/21	XX壽	惠民	金融業	康乃馨	6	50	300
2013/12/7	X紡	惠民	資訊業	百合花	10	90	900
2013/4/15	仁X集團	玉文	製造業	百合花	70	90	6300
2013/1/23	X商銀	宏澤	金融業	鬱金香	9	235	2115
2013/9/28	台北銀行	惠民	金融業	康乃馨	7	50	350
2013/11/19	X銀行	梓翔	金融業	杜鵑花	92	40	3680
2013/4/1	台X銀行	玉文	金融業	玫瑰花	21	180	3780
2013/6/26	X銀行	瑤瑤	金融業	玫瑰花	77	180	13860
2013/10/20	XX商銀	玉文	金融業	鬱金香	67	235	15745
2013/8/28	XX銀行	梓翔	金融業	百合花	99	90	8910
2013/2/5	萬X銀行	怡文	金融業	玫瑰花	97	180	17460
2013/10/15	土銀	宏澤	金融業	鬱金香	6	235	1410
2013/3/10	中X銀	惠民	金融業	鬱金香	59	235	13865
2013/2/20	誠X銀	惠民	金融業	百合花	59	90	5310
2013/5/27	X銀行	怡文	金融業	百合花	37	90	3330
2013/10/26	X工銀	梓翔	金融業	百合花	69	90	6210
2013/12/23	合X	瑤瑤	金融業	玫瑰花	15	180	2700
2013/8/4	X銀	怡文	金融業	百合花	92	90	8280
2013/6/2	X銀行	玉文	金融業	鬱金香	10	235	2350
2013/6/11	X海銀行	梓翔	金融業	鬱金香	68	235	15980
2013/2/21	大X證	瑤瑤	金融業	百合花	60	90	5400
2013/3/12	X東證	玉文	金融業	玫瑰花	40	180	7200
2013/3/16	元x證	怡文	金融業	玫瑰花	92	180	16560
2013/2/7	中X銀證	宏澤	金融業	鬱金香	26	235	6110
2013/1/3	金XX銀證	玉文	金融業	百合花	6	90	540
2013/2/6	XX投X	玉文	金融業	玫瑰花	48	180	8640
2013/4/18	X票券	宏澤	金融業	鬱金香	27	235	6345
2013/1/6	X島銀行	梓翔	金融業	鬱金香	74	235	17390
2013/4/7	X山銀行	怡文	金融業	百合花	74	90	6660
2013/8/4	X管中心	玉文	金融業	百合花	98	90	8820
2013/5/2	金X證券	怡文	金融業	百合花	5	90	450
2013/5/12	XX期	怡文	金融業	玫瑰花	81	180	14580
2013/8/9	XX民黨	惠民	政府機關	百合花	88	90	7920
2013/9/19	X籌備處	梓翔	政府機關	鬱金香	13	235	3055
2013/1/18	XX子中心	惠民	政府機關	鬱金香	37	235	8695
2013/9/5	X銀	惠民	金融業	百合花	63	90	5670
2013/9/8	XX壽	惠民	金融業	玫瑰花	38	180	6840
2013/4/20	XX視公司	瑤瑤	政府機關	玫瑰花	50	180	9000
2013/8/20	X豐銀行	玉文	金融業	鬱金香	100	235	23500
2013/1/29	XXX研究所	惠民	政府機關	百合花	16	90	1440
2013/5/5	xX證券	瑤瑤	金融業	玫瑰花	45	180	8100
2013/10/22	X島銀行	惠民	金融業	鬱金香	89	235	20915
2013/2/19	X迅X技	梓翔	資訊業	鬱金香	91	235	21385
2013/11/13	XXX腦	惠民	資訊業	百合花	64	90	5760
2013/2/6	X物流	玉文	服務業	百合花	92	90	8280
2013/5/30	凌群X腦	瑤瑤	資訊業	玫瑰花	54	180	9720
2013/9/13	APOL	惠民	服務業	百合花	15	90	1350
2013/4/5	XXX腦	瑤瑤	資訊業	鬱金香	84	235	19740
2013/2/15	優易X技	惠民	資訊業	鬱金香	71	235	16685
2013/1/23	XXX公司	梓翔	政府機關	百合花	96	90	8640
2013/7/10	X鋒-資訊安全顧問公司ISS	瑤瑤	服務業	玫瑰花	69	180	12420
2013/4/16	竹凡	怡文	資訊業	鬱金香	27	235	6345
2013/12/17	X鋒	瑤瑤	資訊業	玫瑰花	74	180	13320
2013/8/9	X廣	惠民	政府機關	仙人掌	91	60	5460
2013/7/3	安X	宏澤	資訊業	百合花	77	90	6930
2013/6/4	X眾	梓翔	資訊業	百合花	82	90	7380
2013/10/4	X里醫院	宏澤	政府機關	玫瑰花	18	180	3240
2013/9/29	水X醫院	玉文	政府機關	百合花	24	90	2160
2013/4/10	X銀行	惠民	資訊業	鬱金香	16	235	3760
2013/1/17	X時X銀行	宏澤	資訊業	鬱金香	38	235	8930
2013/11/6	X導資訊	玉文	製造業	百合花	7	90	630
2013/6/3	X鵬工業	瑤瑤	製造業	玫瑰花	18	180	3240
2013/7/31	X委會	怡文	政府機關	鬱金香	45	235	10575
2013/1/10	X會	怡文	政府機關	玫瑰花	15	180	2700
2013/4/17	X事局	怡文	政府機關	鬱金香	7	235	1645
2013/7/21	X法院	玉文	政府機關	鬱金香	16	235	3760
2013/5/19	萌欣X	宏澤	資訊業	百合花	58	90	5220
2013/5/18	X局	宏澤	政府機關	百合花	60	90	5400
2013/8/23	艾XX	玉文	資訊業	百合花	96	90	8640
